name
Leader of the Official Opposition
President of the United Nations General Assembly
Prime Minister of Canada
Canadian ambassador to the United States
member of the House of Commons of Canada
Minister of Communications
Minister without portfolio
Minister of Agriculture and Rural Development
Minister of Defense of Israel
Knesset member
Prime Minister of Israel
judge
Director General of the International Atomic Energy Agency
Vice President of Egypt
United States Ambassador to the Republic of China (1912-1949)
Chief of Staff of the United States Army
United States Secretary of Defense
United States Secretary of State
Minister of Sport and Recreation
Minister of Social Development
Minister of Energy
Minister of Home Affairs of South Africa
Minister of Education
Deputy President of South Africa
State President of South Africa
ambassador of Sweden to Nepal
ambassador of Sweden to Burma
ambassador of Sweden to India
ambassador of Sweden to Sri Lanka
Minister for Church Affairs
general secretary of the General Confederation of Labour
seat 16 of the Swedish Academy
Archbishop of Uppsala
Dalai Lama
National People's Congress deputy
Member of the Grand Council of Bern
Member of the Swiss Council of States
Member of the Swiss National Council
member of the House of Representatives of Japan
Minister of Construction
Chief Cabinet Secretary
Prime Minister of Japan
member of the French National Assembly
President of the Council
Conseiller général de Seine-et-Oise
Member of parliament for the Seine
editor-in-chief
Director of the Office of Management and Budget
United States Ambassador to the United Kingdom
Vice President of the United States
member of the 33rd Parliament of the United Kingdom
member of the 25th Parliament of the United Kingdom
member of the 24th Parliament of the United Kingdom
member of the 26th Parliament of the United Kingdom
Secretary of State for Foreign and Commonwealth Affairs
Financial Secretary to the Treasury
Postmaster General of the United Kingdom
Secretary of State for India
member of the 23rd Parliament of the United Kingdom
provincial senator
member of the Folketing
member of the 53rd Parliament of the United Kingdom
Member of the 1st Northern Ireland Assembly
member of the 51st Parliament of the United Kingdom
member of the 50th Parliament of the United Kingdom
First Minister of Northern Ireland
Leader of the Ulster Unionist Party
Member of the 2nd Northern Ireland Assembly
member of the 52nd Parliament of the United Kingdom
United States senator
member of the 1973–74 Northern Ireland Assembly
member of the 49th Parliament of the United Kingdom
Member of the 1982–1986 Northern Ireland Assembly
Leader of the Social Democratic and Labour Party
Member of the Parliament of Northern Ireland
Member of the European Parliament
minister of Justice and Human Rights of Argentina
Minister of Foreign Affairs and Worship
member of the Argentine Chamber of Deputies
board member
member of the United States House of Representatives
President of the Chamber of Representatives
member of the Chamber of Representatives of Belgium
Minister of Foreign Affairs in Belgium
Prime Minister of Belgium
member of the Tennessee House of Representatives
Secretary of Foreign Affairs of Mexico
Labour Chief Whip
Leader of the Labour Party
Secretary of State for Education
Paymaster General
member of the 44th Parliament of the United Kingdom
member of the 43rd Parliament of the United Kingdom
Secretary of State for Commonwealth Relations
President of the Institut de Droit International
Minister of State
Prefect of Haute-Garonne
General secretary of prefecture of Seine
General secretary of prefecture of Marne
Sub-prefect of Reims
Prefect of Tarn
Prefect of Police of Paris
senator of the French Third Republic
goodwill ambassador
United States Secretary of War
Judge of the European Court of Human Rights
Vice President of the State Council of France
President of the European Court of Human Rights
member of the Consitutional council
titular bishop
apostolic administrator
President-elect of the United States
member of the Georgia State Senate
Governor of Georgia
President of the United States
Minister for Foreign Affairs (Ireland)
Teachta Dála
chairman of the Social Democratic Party
president of the Abgeordnetenhaus of Berlin
member of the Abgeordnetenhaus of Berlin
Federal Minister for Foreign Affairs
Vice-Chancellor of Germany
member of the German Bundestag
Berlin member of the Bundestag
Federal Chancellor of Germany
President of the Bundesrat of Germany
Governing Mayor of Berlin
Ambassador of Finland to Zambia
Ambassador of Finland to Mozambique
Ambassador of Finland to Somalia
Ambassador of Finland to Tanzania
President of Finland
Chairman of the Presidium of the Supreme Soviet of the Soviet Union
Secretary of the Communist Party of the Soviet Union
General Secretary of the Communist Party of the Soviet Union
Chairman of the Supreme Soviet of the USSR
President of the Soviet Union
superior general
member of the New York State Assembly
Governor of New York
Assistant Secretary of the Navy
Governor-General of the Philippines
Minister of Religious Services
Chief of the General Staff
Minister of Health
Ambassador of Israel to the United States
Chairman of the Executive Committee of the Palestine Liberation Organization
Minister of Education of the Palestinian National Authority
president of the State of Palestine
President of the Palestinian National Authority
president of Princeton University
Governor of New Jersey
State Counsellor of Myanmar
Minister of the President's Office
Minister of Electric Power (Myanmar)
Minister of Education (Myanmar)
Minister of Foreign Affairs (Myanmar)
Member of the House of Representatives of Burma
Speaker of the National Assembly of the United Arab Republic
Prime Minister of Egypt
President of Egypt
bishop of Lesotho
Bishop of Johannesburg
Anglican Archbishop of Cape Town
President of Liberia
Finance Minister of Liberia
member of the National Assembly of Venezuela
Chief Adviser of Bangladesh
President of the Republic of Poland
President of South Korea
Member of the National Assembly of South Korea
Minister of Environment of Kenya
Member of the National Assembly
President of Costa Rica
President of the United Nations Security Council
Member of the House of People's Representatives of Ethiopia
Prime Minister of Ethiopia
Minister for Foreign Affairs of Sweden
Prime Minister of Sweden
Sweden's Minister for Finance
Minister of Finance and Public Credit
Minister of Defense of Colombia
President of Colombia
Minister of Transport and Road Safety
Deputy Minister of Defense
Minister of Finance
Israel
President of Israel
Deputy Prime Minister of Israel
Chancellor of the College of William & Mary
United States National Security Advisor
United Nations High Commissioner for Refugees
ambassador of Norway to the United Kingdom
honorary chairperson
member of the State Senate of Illinois
Member of the Bavarian Chamber of Deputies
member of the National Assembly of South Africa
Secretary General of the Non-Aligned Movement
President of South Africa
people's deputy of union of socialist soviet republics
Regius Professor of Physics
deputy chairperson
Director of the Collège de France
Director General of CERN
military officer
United States Secretary of Energy
member of the State Duma
Erasmus Smith's Professor of Natural and Experimental Philosophy
ESO’s Director General
Master of Gonville and Caius College
Cambridge
Astronomer Royal
Rouse Ball Professor of Mathematics
visiting professor
Perpetual Secretary
President of the Royal Geographical Society
Lucasian Professor of Mathematics
Rector of the university of Amsterdam
Lord Lieutenant of Essex
seat 1 of the Académie française
President of the Division of History of Science and Technology
President of the International Union of History and Philosophy of Science
