start_id,relation,end_name
Roderick MacKinnon,IS_CITIZEN_OF,United States
Roderick MacKinnon,WORKS_AS,internist
Roderick MacKinnon,WORKS_AS,crystallographer
Roderick MacKinnon,WORKS_AS,biophysicist
Roderick MacKinnon,WORKS_AS,neuroscientist
Roderick MacKinnon,WORKS_AS,biochemist
Roderick MacKinnon,WORKS_AS,university teacher
Roderick MacKinnon,WORKS_AS,chemist
Roderick MacKinnon,WORKS_IN_FIELD,biochemistry
Roderick MacKinnon,EDUCATED_AT,Brandeis University
Roderick MacKinnon,EDUCATED_AT,Tufts University
Roderick MacKinnon,EDUCATED_AT,Burlington High School
Roderick MacKinnon,EDUCATED_AT,Tufts University School of Medicine
Roderick MacKinnon,EMPLOYED_BY,Harvard University
Roderick MacKinnon,EMPLOYED_BY,The Rockefeller University
Roderick MacKinnon,IS_MEMBER_OF,Royal Netherlands Academy of Arts and Sciences
Roderick MacKinnon,IS_MEMBER_OF,American Philosophical Society
Roderick MacKinnon,IS_MEMBER_OF,National Academy of Sciences
Walter Gilbert,RECEIVED,Q217486_1980
Q217486_1980,IS_INSTANCE_OF,Nobel Prize in Chemistry
Walter Gilbert,IS_CITIZEN_OF,United States
Walter Gilbert,WORKS_AS,molecular biologist
Walter Gilbert,WORKS_AS,biochemist
Walter Gilbert,WORKS_AS,researcher
Walter Gilbert,WORKS_AS,chemist
Walter Gilbert,WORKS_AS,physicist
Walter Gilbert,WORKS_IN_FIELD,biochemistry
Walter Gilbert,WORKS_IN_FIELD,physics
Walter Gilbert,EDUCATED_AT,Sidwell Friends School
Walter Gilbert,EDUCATED_AT,Harvard University
Walter Gilbert,EDUCATED_AT,University of Cambridge
Walter Gilbert,EDUCATED_AT,Trinity College
Walter Gilbert,EMPLOYED_BY,Harvard University
Walter Gilbert,EMPLOYED_BY,University of Cambridge
Walter Gilbert,IS_MEMBER_OF,American Academy of Arts and Sciences
Walter Gilbert,IS_MEMBER_OF,Royal Society
Walter Gilbert,IS_MEMBER_OF,National Academy of Sciences
Kenichi Fukui,RECEIVED,Q217734_1981
Q217734_1981,IS_INSTANCE_OF,Nobel Prize in Chemistry
Kenichi Fukui,IS_CITIZEN_OF,Empire of Japan
Kenichi Fukui,IS_CITIZEN_OF,Japan
Kenichi Fukui,WORKS_AS,researcher
Kenichi Fukui,WORKS_AS,chemist
Kenichi Fukui,WORKS_AS,professor
Kenichi Fukui,WORKS_IN_FIELD,chemist
Kenichi Fukui,EDUCATED_AT,Kyoto University
Kenichi Fukui,EMPLOYED_BY,Kyoto University
Kenichi Fukui,EMPLOYED_BY,Kyoto Institute of Technology
Kenichi Fukui,IS_MEMBER_OF,Japan Academy
Kenichi Fukui,IS_MEMBER_OF,Pontifical Academy of Sciences
Kenichi Fukui,IS_MEMBER_OF,International Academy of Quantum Molecular Science
Kenichi Fukui,IS_MEMBER_OF,American Academy of Arts and Sciences
Kenichi Fukui,IS_MEMBER_OF,Royal Society
Kenichi Fukui,IS_MEMBER_OF,National Academy of Sciences
Robert Bruce Merrifield,RECEIVED,Q224153_1984
Q224153_1984,IS_INSTANCE_OF,Nobel Prize in Chemistry
Robert Bruce Merrifield,IS_CITIZEN_OF,United States
Robert Bruce Merrifield,WORKS_AS,biochemist
Robert Bruce Merrifield,WORKS_AS,university teacher
Robert Bruce Merrifield,WORKS_AS,chemist
Robert Bruce Merrifield,WORKS_IN_FIELD,biochemistry
Robert Bruce Merrifield,EDUCATED_AT,University of California
Robert Bruce Merrifield,EDUCATED_AT,Los Angeles
Robert Bruce Merrifield,EDUCATED_AT,Montebello High School
Robert Bruce Merrifield,EDUCATED_AT,Pasadena City College
Robert Bruce Merrifield,EMPLOYED_BY,University of California
Robert Bruce Merrifield,EMPLOYED_BY,Los Angeles
Robert Bruce Merrifield,EMPLOYED_BY,The Rockefeller University
Robert Bruce Merrifield,IS_MEMBER_OF,National Academy of Sciences
Irwin Rose,RECEIVED,Q230652_2004
Q230652_2004,IS_INSTANCE_OF,Nobel Prize in Chemistry
Irwin Rose,IS_CITIZEN_OF,United States
Irwin Rose,WORKS_AS,biochemist
Irwin Rose,WORKS_AS,university teacher
Irwin Rose,WORKS_AS,biologist
Irwin Rose,WORKS_AS,chemist
Irwin Rose,WORKS_IN_FIELD,biology
Irwin Rose,EDUCATED_AT,New York University
Irwin Rose,EDUCATED_AT,University of Chicago
Irwin Rose,EDUCATED_AT,Lewis and Clark High School
Irwin Rose,EMPLOYED_BY,University of Chicago
Irwin Rose,EMPLOYED_BY,University of California
Irwin Rose,EMPLOYED_BY,Irvine
Irwin Rose,IS_MEMBER_OF,American Academy of Arts and Sciences
Irwin Rose,IS_MEMBER_OF,National Academy of Sciences
Richard Robson,RECEIVED,Q23073819_2025
Q23073819_2025,IS_INSTANCE_OF,Nobel Prize in Chemistry
Richard Robson,IS_CITIZEN_OF,Australia
Richard Robson,IS_CITIZEN_OF,United Kingdom
Richard Robson,WORKS_AS,chemist
Richard Robson,WORKS_IN_FIELD,inorganic chemistry
Richard Robson,EDUCATED_AT,University of Oxford
Richard Robson,IS_MEMBER_OF,Australian Academy of Science
Michael Smith,RECEIVED,Q232289_1993
Q232289_1993,IS_INSTANCE_OF,Nobel Prize in Chemistry
Michael Smith,IS_CITIZEN_OF,Canada
Michael Smith,WORKS_AS,geneticist
Michael Smith,WORKS_AS,biochemist
Michael Smith,WORKS_AS,university teacher
Michael Smith,WORKS_AS,chemist
Michael Smith,WORKS_IN_FIELD,biochemistry
Michael Smith,WORKS_IN_FIELD,molecular biology
Michael Smith,EDUCATED_AT,University of Manchester
Michael Smith,EDUCATED_AT,Arnold School
Michael Smith,EMPLOYED_BY,University of British Columbia
Michael Smith,IS_MEMBER_OF,European Molecular Biology Organization
Michael Smith,IS_MEMBER_OF,National Academy of Sciences
Michael Smith,IS_MEMBER_OF,Royal Society
John Kendrew,RECEIVED,Q232295_1962
Q232295_1962,IS_INSTANCE_OF,Nobel Prize in Chemistry
John Kendrew,IS_CITIZEN_OF,United Kingdom
John Kendrew,WORKS_AS,crystallographer
John Kendrew,WORKS_AS,biophysicist
John Kendrew,WORKS_AS,molecular biologist
John Kendrew,WORKS_AS,biochemist
John Kendrew,WORKS_AS,researcher
John Kendrew,WORKS_AS,chemist
John Kendrew,WORKS_IN_FIELD,crystallography
John Kendrew,WORKS_IN_FIELD,biochemistry
John Kendrew,EDUCATED_AT,Clifton College
John Kendrew,EDUCATED_AT,Dragon School
John Kendrew,EDUCATED_AT,University of Cambridge
John Kendrew,EDUCATED_AT,Trinity College
John Kendrew,EMPLOYED_BY,University of Oxford
John Kendrew,IS_MEMBER_OF,European Molecular Biology Organization
John Kendrew,IS_MEMBER_OF,Heidelberg Academy for Sciences and Humanities
John Kendrew,IS_MEMBER_OF,American Academy of Arts and Sciences
John Kendrew,IS_MEMBER_OF,National Academy of Sciences
John Kendrew,IS_MEMBER_OF,German Academy of Sciences Leopoldina
John Kendrew,IS_MEMBER_OF,Royal Society
Avram Hershko,RECEIVED,Q232302_2004
Q232302_2004,IS_INSTANCE_OF,Nobel Prize in Chemistry
Avram Hershko,IS_CITIZEN_OF,Israel
Avram Hershko,IS_CITIZEN_OF,Hungary
Avram Hershko,WORKS_AS,biochemist
Avram Hershko,WORKS_AS,university teacher
Avram Hershko,WORKS_AS,educator
Avram Hershko,WORKS_AS,physician
Avram Hershko,WORKS_IN_FIELD,biochemistry
Avram Hershko,EDUCATED_AT,Hebrew University of Jerusalem
Avram Hershko,EMPLOYED_BY,New York University
Avram Hershko,EMPLOYED_BY,Technion – Israel Institute of Technology
Avram Hershko,IS_MEMBER_OF,European Molecular Biology Organization
Avram Hershko,IS_MEMBER_OF,American Academy of Arts and Sciences
Avram Hershko,IS_MEMBER_OF,National Academy of Sciences
Avram Hershko,IS_MEMBER_OF,Hungarian Academy of Sciences
Avram Hershko,IS_MEMBER_OF,Chinese Academy of Sciences
Avram Hershko,IS_MEMBER_OF,Israel Academy of Sciences and Humanities
Robert Burns Woodward,RECEIVED,Q232316_1965
Q232316_1965,IS_INSTANCE_OF,Nobel Prize in Chemistry
Robert Burns Woodward,IS_CITIZEN_OF,United States
Robert Burns Woodward,WORKS_AS,university teacher
Robert Burns Woodward,WORKS_AS,chemist
Robert Burns Woodward,WORKS_IN_FIELD,organic chemistry
Robert Burns Woodward,EDUCATED_AT,Massachusetts Institute of Technology
Robert Burns Woodward,EDUCATED_AT,Quincy High School
Robert Burns Woodward,EMPLOYED_BY,Harvard University
Robert Burns Woodward,IS_MEMBER_OF,Academy of Sciences of the USSR
Robert Burns Woodward,IS_MEMBER_OF,American Academy of Arts and Sciences
Robert Burns Woodward,IS_MEMBER_OF,National Academy of Sciences
Robert Burns Woodward,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Robert Burns Woodward,IS_MEMBER_OF,American Philosophical Society
Robert Burns Woodward,IS_MEMBER_OF,Royal Society
Arne Tiselius,RECEIVED,Q233026_1948
Q233026_1948,IS_INSTANCE_OF,Nobel Prize in Chemistry
Arne Tiselius,IS_CITIZEN_OF,Sweden
Arne Tiselius,WORKS_AS,biochemist
Arne Tiselius,WORKS_AS,university teacher
Arne Tiselius,WORKS_AS,chemist
Arne Tiselius,WORKS_IN_FIELD,biochemistry
Arne Tiselius,EDUCATED_AT,Uppsala University
Arne Tiselius,EMPLOYED_BY,Uppsala University
Arne Tiselius,IS_MEMBER_OF,Pontifical Academy of Sciences
Arne Tiselius,IS_MEMBER_OF,Polish Academy of Sciences
Arne Tiselius,IS_MEMBER_OF,American Academy of Arts and Sciences
Arne Tiselius,IS_MEMBER_OF,National Academy of Sciences
Arne Tiselius,IS_MEMBER_OF,Accademia Nazionale delle Scienze detta dei XL
Arne Tiselius,IS_MEMBER_OF,Royal Swedish Academy of Engineering Sciences
Arne Tiselius,IS_MEMBER_OF,Finnish Society of Sciences and Letters
Arne Tiselius,IS_MEMBER_OF,Royal Swedish Academy of Sciences
Arne Tiselius,IS_MEMBER_OF,Royal Society
Arne Tiselius,IS_MEMBER_OF,German Academy of Sciences at Berlin
Aaron Ciechanover,RECEIVED,Q233205_2004
Q233205_2004,IS_INSTANCE_OF,Nobel Prize in Chemistry
Aaron Ciechanover,IS_CITIZEN_OF,Israel
Aaron Ciechanover,WORKS_AS,biochemist
Aaron Ciechanover,WORKS_AS,university teacher
Aaron Ciechanover,WORKS_AS,pedagogue
Aaron Ciechanover,WORKS_AS,chemist
Aaron Ciechanover,WORKS_AS,physician
Aaron Ciechanover,WORKS_IN_FIELD,biology
Aaron Ciechanover,WORKS_IN_FIELD,chemistry
Aaron Ciechanover,EDUCATED_AT,Hebrew University of Jerusalem
Aaron Ciechanover,EDUCATED_AT,Technion – Israel Institute of Technology
Aaron Ciechanover,EDUCATED_AT,Hadassah Medical Center
Aaron Ciechanover,EMPLOYED_BY,Technion – Israel Institute of Technology
Aaron Ciechanover,IS_MEMBER_OF,European Molecular Biology Organization
Aaron Ciechanover,IS_MEMBER_OF,Pontifical Academy of Sciences
Aaron Ciechanover,IS_MEMBER_OF,European Academy of Sciences
Aaron Ciechanover,IS_MEMBER_OF,American Academy of Arts and Sciences
Aaron Ciechanover,IS_MEMBER_OF,National Academy of Sciences
Aaron Ciechanover,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Aaron Ciechanover,IS_MEMBER_OF,Chinese Academy of Sciences
Aaron Ciechanover,IS_MEMBER_OF,American Philosophical Society
Aaron Ciechanover,IS_MEMBER_OF,Academia Europaea
Aaron Ciechanover,IS_MEMBER_OF,Israel Academy of Sciences and Humanities
Robert S. Mulliken,RECEIVED,Q233355_1966
Q233355_1966,IS_INSTANCE_OF,Nobel Prize in Chemistry
Robert S. Mulliken,IS_CITIZEN_OF,United States
Robert S. Mulliken,WORKS_AS,theoretical chemist
Robert S. Mulliken,WORKS_AS,university teacher
Robert S. Mulliken,WORKS_AS,physicist
Robert S. Mulliken,WORKS_IN_FIELD,organic chemistry
Robert S. Mulliken,WORKS_IN_FIELD,physical chemistry
Robert S. Mulliken,WORKS_IN_FIELD,theoretical chemistry
Robert S. Mulliken,EDUCATED_AT,Harvard University
Robert S. Mulliken,EDUCATED_AT,Massachusetts Institute of Technology
Robert S. Mulliken,EDUCATED_AT,University of Chicago
Robert S. Mulliken,EMPLOYED_BY,New York University
Robert S. Mulliken,EMPLOYED_BY,University of Chicago
Robert S. Mulliken,EMPLOYED_BY,Florida State University
Robert S. Mulliken,IS_MEMBER_OF,International Academy of Quantum Molecular Science
Robert S. Mulliken,IS_MEMBER_OF,American Academy of Arts and Sciences
Robert S. Mulliken,IS_MEMBER_OF,National Academy of Sciences
Robert S. Mulliken,IS_MEMBER_OF,American Philosophical Society
Robert S. Mulliken,IS_MEMBER_OF,American Physical Society
Robert S. Mulliken,IS_MEMBER_OF,Royal Society
Robert S. Mulliken,IS_MEMBER_OF,American Association for the Advancement of Science
John Pople,RECEIVED,Q233973_1998
Q233973_1998,IS_INSTANCE_OF,Nobel Prize in Chemistry
John Pople,IS_CITIZEN_OF,United Kingdom
John Pople,WORKS_AS,chemist
John Pople,WORKS_AS,mathematician
John Pople,WORKS_AS,physicist
John Pople,WORKS_AS,university teacher
John Pople,WORKS_IN_FIELD,chemistry
John Pople,WORKS_IN_FIELD,theoretical chemistry
John Pople,WORKS_IN_FIELD,quantum chemistry
John Pople,WORKS_IN_FIELD,computational chemistry
John Pople,EDUCATED_AT,Trinity College
John Pople,EDUCATED_AT,Bristol Grammar School
John Pople,EDUCATED_AT,University of Cambridge
John Pople,EMPLOYED_BY,Bristol Aeroplane Company
John Pople,EMPLOYED_BY,University of Cambridge
John Pople,EMPLOYED_BY,National Physical Laboratory
John Pople,EMPLOYED_BY,Carnegie Mellon University
John Pople,EMPLOYED_BY,Northwestern University
John Pople,EMPLOYED_BY,Trinity College
John Pople,IS_MEMBER_OF,American Academy of Arts and Sciences
John Pople,IS_MEMBER_OF,National Academy of Sciences
John Pople,IS_MEMBER_OF,Australian Academy of Science
John Pople,IS_MEMBER_OF,Royal Society
John Pople,IS_MEMBER_OF,International Academy of Quantum Molecular Science
Luis Federico Leloir,RECEIVED,Q233985_1970
Q233985_1970,IS_INSTANCE_OF,Nobel Prize in Chemistry
Luis Federico Leloir,IS_CITIZEN_OF,France
Luis Federico Leloir,IS_CITIZEN_OF,Argentina
Luis Federico Leloir,WORKS_AS,university teacher
Luis Federico Leloir,WORKS_AS,chemist
Luis Federico Leloir,WORKS_AS,physicist
Luis Federico Leloir,WORKS_AS,physician
Luis Federico Leloir,WORKS_AS,biochemist
Luis Federico Leloir,WORKS_IN_FIELD,biochemistry
Luis Federico Leloir,EDUCATED_AT,Faculty of Medical Sciences
Luis Federico Leloir,EDUCATED_AT,University of Buenos Aires
Luis Federico Leloir,EMPLOYED_BY,University of Cambridge
Luis Federico Leloir,EMPLOYED_BY,Columbia University
Luis Federico Leloir,EMPLOYED_BY,University of Washington
Luis Federico Leloir,EMPLOYED_BY,University of Buenos Aires
Luis Federico Leloir,EMPLOYED_BY,Leloir Institute
Luis Federico Leloir,EMPLOYED_BY,Washington University in St. Louis
Luis Federico Leloir,IS_MEMBER_OF,Pontifical Academy of Sciences
Luis Federico Leloir,IS_MEMBER_OF,Academia Argentina de Letras
Luis Federico Leloir,IS_MEMBER_OF,American Academy of Arts and Sciences
Luis Federico Leloir,IS_MEMBER_OF,National Academy of Sciences
Luis Federico Leloir,IS_MEMBER_OF,The World Academy of Sciences
Luis Federico Leloir,IS_MEMBER_OF,Sociedad Española de Bioquímica y Biologia Molecular
Luis Federico Leloir,IS_MEMBER_OF,Buenos Aires National Academy of Medicine
Luis Federico Leloir,IS_MEMBER_OF,American Philosophical Society
Luis Federico Leloir,IS_MEMBER_OF,French Academy of Sciences
Luis Federico Leloir,IS_MEMBER_OF,Royal Society
Giulio Natta,RECEIVED,Q234145_1963
Q234145_1963,IS_INSTANCE_OF,Nobel Prize in Chemistry
Giulio Natta,IS_CITIZEN_OF,Kingdom of Italy
Giulio Natta,IS_CITIZEN_OF,Italy
Giulio Natta,WORKS_AS,university teacher
Giulio Natta,WORKS_AS,chemist
Giulio Natta,WORKS_AS,inventor
Giulio Natta,WORKS_IN_FIELD,organic chemistry
Giulio Natta,EDUCATED_AT,Polytechnic University of Milan
Giulio Natta,EMPLOYED_BY,University of Milan
Giulio Natta,EMPLOYED_BY,Sapienza University of Rome
Giulio Natta,EMPLOYED_BY,University of Pavia
Giulio Natta,EMPLOYED_BY,Polytechnic University of Turin
Giulio Natta,EMPLOYED_BY,Polytechnic University of Milan
Giulio Natta,IS_MEMBER_OF,Academy of Sciences of the USSR
Giulio Natta,IS_MEMBER_OF,Academy of Sciences of Turin
Giulio Natta,IS_MEMBER_OF,Accademia Nazionale delle Scienze detta dei XL
Giulio Natta,IS_MEMBER_OF,French Academy of Sciences
Giulio Natta,IS_MEMBER_OF,Russian Academy of Sciences
John E. Walker,RECEIVED,Q235184_1997
Q235184_1997,IS_INSTANCE_OF,Nobel Prize in Chemistry
John E. Walker,IS_CITIZEN_OF,United Kingdom
John E. Walker,WORKS_AS,molecular biologist
John E. Walker,WORKS_AS,university teacher
John E. Walker,WORKS_AS,chemist
John E. Walker,WORKS_IN_FIELD,biochemistry
John E. Walker,EDUCATED_AT,St Catherine's College
John E. Walker,EDUCATED_AT,Rastrick High School
John E. Walker,EMPLOYED_BY,University of Oxford
John E. Walker,EMPLOYED_BY,University of Cambridge
John E. Walker,EMPLOYED_BY,University of Wisconsin–Madison
John E. Walker,IS_MEMBER_OF,European Molecular Biology Organization
John E. Walker,IS_MEMBER_OF,Lincean Academy
John E. Walker,IS_MEMBER_OF,National Academy of Sciences
John E. Walker,IS_MEMBER_OF,Academia Europaea
John E. Walker,IS_MEMBER_OF,Royal Netherlands Academy of Arts and Sciences
John E. Walker,IS_MEMBER_OF,Royal Society
Ronald George Wreyford Norrish,RECEIVED,Q235834_1967
Q235834_1967,IS_INSTANCE_OF,Nobel Prize in Chemistry
Ronald George Wreyford Norrish,IS_CITIZEN_OF,United Kingdom
Ronald George Wreyford Norrish,WORKS_AS,university teacher
Ronald George Wreyford Norrish,WORKS_AS,chemist
Ronald George Wreyford Norrish,WORKS_IN_FIELD,chemistry
Ronald George Wreyford Norrish,EDUCATED_AT,Emmanuel College
Ronald George Wreyford Norrish,EMPLOYED_BY,University of Cambridge
Ronald George Wreyford Norrish,IS_MEMBER_OF,Polish Academy of Sciences
Ronald George Wreyford Norrish,IS_MEMBER_OF,Royal Society
Henry Taube,RECEIVED,Q235983_1983
Q235983_1983,IS_INSTANCE_OF,Nobel Prize in Chemistry
Henry Taube,IS_CITIZEN_OF,United States
Henry Taube,WORKS_AS,university teacher
Henry Taube,WORKS_AS,chemist
Henry Taube,WORKS_IN_FIELD,chemistry
Henry Taube,EDUCATED_AT,University of California
Henry Taube,EDUCATED_AT,Berkeley
Henry Taube,EDUCATED_AT,University of Saskatchewan
Henry Taube,EDUCATED_AT,Luther College
Henry Taube,EMPLOYED_BY,Stanford University
Henry Taube,EMPLOYED_BY,Cornell University
Henry Taube,EMPLOYED_BY,University of Chicago
Henry Taube,IS_MEMBER_OF,Brazilian Academy of Sciences
Henry Taube,IS_MEMBER_OF,American Academy of Arts and Sciences
Henry Taube,IS_MEMBER_OF,National Academy of Sciences
Henry Taube,IS_MEMBER_OF,Hungarian Academy of Sciences
Henry Taube,IS_MEMBER_OF,American Philosophical Society
Henry Taube,IS_MEMBER_OF,Royal Society
Henry Taube,IS_MEMBER_OF,Royal Society of Canada
John Polanyi,RECEIVED,Q237825_1986
Q237825_1986,IS_INSTANCE_OF,Nobel Prize in Chemistry
John Polanyi,IS_CITIZEN_OF,Germany
John Polanyi,IS_CITIZEN_OF,Canada
John Polanyi,WORKS_AS,university teacher
John Polanyi,WORKS_AS,chemist
John Polanyi,WORKS_AS,physicist
John Polanyi,WORKS_IN_FIELD,chemistry
John Polanyi,EDUCATED_AT,University of Toronto
John Polanyi,EDUCATED_AT,University of Manchester
John Polanyi,EDUCATED_AT,University of Toronto Schools
John Polanyi,EDUCATED_AT,The Manchester Grammar School
John Polanyi,EMPLOYED_BY,University of Toronto
John Polanyi,IS_MEMBER_OF,Pontifical Academy of Sciences
John Polanyi,IS_MEMBER_OF,Indian National Science Academy
John Polanyi,IS_MEMBER_OF,American Academy of Arts and Sciences
John Polanyi,IS_MEMBER_OF,National Academy of Sciences
John Polanyi,IS_MEMBER_OF,Hungarian Academy of Sciences
John Polanyi,IS_MEMBER_OF,Royal Society
John Polanyi,IS_MEMBER_OF,Royal Society of Edinburgh
John Polanyi,IS_MEMBER_OF,Royal Society of Canada
John Polanyi,IS_MEMBER_OF,Russian Academy of Sciences
Rudolph A. Marcus,RECEIVED,Q239067_1992
Q239067_1992,IS_INSTANCE_OF,Nobel Prize in Chemistry
Rudolph A. Marcus,IS_CITIZEN_OF,United States
Rudolph A. Marcus,IS_CITIZEN_OF,Canada
Rudolph A. Marcus,WORKS_AS,university teacher
Rudolph A. Marcus,WORKS_AS,chemist
Rudolph A. Marcus,WORKS_IN_FIELD,chemistry
Rudolph A. Marcus,EDUCATED_AT,McGill University
Rudolph A. Marcus,EDUCATED_AT,Baron Byng High School
Rudolph A. Marcus,EMPLOYED_BY,New York University Tandon School of Engineering
Rudolph A. Marcus,EMPLOYED_BY,California Institute of Technology
Rudolph A. Marcus,EMPLOYED_BY,University of North Carolina at Chapel Hill
Rudolph A. Marcus,EMPLOYED_BY,University of Illinois Urbana–Champaign
Rudolph A. Marcus,IS_MEMBER_OF,International Academy of Quantum Molecular Science
Rudolph A. Marcus,IS_MEMBER_OF,American Physical Society
Rudolph A. Marcus,IS_MEMBER_OF,Chinese Academy of Sciences
Rudolph A. Marcus,IS_MEMBER_OF,American Academy of Arts and Sciences
Rudolph A. Marcus,IS_MEMBER_OF,National Academy of Sciences
Rudolph A. Marcus,IS_MEMBER_OF,American Philosophical Society
Rudolph A. Marcus,IS_MEMBER_OF,Royal Society
Rudolph A. Marcus,IS_MEMBER_OF,Royal Society of Canada
Yuan T. Lee,RECEIVED,Q243190_1986
Q243190_1986,IS_INSTANCE_OF,Nobel Prize in Chemistry
Yuan T. Lee,IS_CITIZEN_OF,Empire of Japan
Yuan T. Lee,IS_CITIZEN_OF,Taiwan
Yuan T. Lee,IS_CITIZEN_OF,United States
Yuan T. Lee,WORKS_AS,Nobel Prize winner
Yuan T. Lee,WORKS_AS,university teacher
Yuan T. Lee,WORKS_AS,chemist
Yuan T. Lee,WORKS_IN_FIELD,chemistry
Yuan T. Lee,EDUCATED_AT,National Taiwan University
Yuan T. Lee,EDUCATED_AT,University of California
Yuan T. Lee,EDUCATED_AT,Berkeley
Yuan T. Lee,EDUCATED_AT,National Hsinchu Senior High School
Yuan T. Lee,EMPLOYED_BY,Harvard University
Yuan T. Lee,EMPLOYED_BY,University of Chicago
Yuan T. Lee,EMPLOYED_BY,University of California
Yuan T. Lee,EMPLOYED_BY,Berkeley
Yuan T. Lee,EMPLOYED_BY,California Institute of Technology
Yuan T. Lee,IS_MEMBER_OF,Committee of 100
Yuan T. Lee,IS_MEMBER_OF,Indian National Science Academy
Yuan T. Lee,IS_MEMBER_OF,Royal Swedish Academy of Engineering Sciences
Yuan T. Lee,IS_MEMBER_OF,American Physical Society
Yuan T. Lee,IS_MEMBER_OF,Pontifical Academy of Sciences
Yuan T. Lee,IS_MEMBER_OF,American Academy of Arts and Sciences
Yuan T. Lee,IS_MEMBER_OF,Göttingen Academy of Sciences and Humanities in Lower Saxony
Yuan T. Lee,IS_MEMBER_OF,Academia Sinica
Yuan T. Lee,IS_MEMBER_OF,National Academy of Sciences
Yuan T. Lee,HOLDS_POSITION,senior advisor
Dudley R. Herschbach,RECEIVED,Q243196_1986
Q243196_1986,IS_INSTANCE_OF,Nobel Prize in Chemistry
Dudley R. Herschbach,IS_CITIZEN_OF,United States
Dudley R. Herschbach,WORKS_AS,chemist
Dudley R. Herschbach,WORKS_AS,mathematician
Dudley R. Herschbach,WORKS_AS,physicist
Dudley R. Herschbach,WORKS_IN_FIELD,chemistry
Dudley R. Herschbach,EDUCATED_AT,Harvard University
Dudley R. Herschbach,EDUCATED_AT,Stanford University
Dudley R. Herschbach,EDUCATED_AT,Campbell High School
Dudley R. Herschbach,EMPLOYED_BY,Harvard University
Dudley R. Herschbach,EMPLOYED_BY,Texas A&M University
Dudley R. Herschbach,EMPLOYED_BY,University of California
Dudley R. Herschbach,EMPLOYED_BY,Berkeley
Dudley R. Herschbach,IS_MEMBER_OF,American Physical Society
Dudley R. Herschbach,IS_MEMBER_OF,American Philosophical Society
Dudley R. Herschbach,IS_MEMBER_OF,American Academy of Arts and Sciences
Dudley R. Herschbach,IS_MEMBER_OF,National Academy of Sciences
Charles J. Pedersen,RECEIVED,Q244998_1987
Q244998_1987,IS_INSTANCE_OF,Nobel Prize in Chemistry
Charles J. Pedersen,IS_CITIZEN_OF,United States
Charles J. Pedersen,IS_CITIZEN_OF,Japan
Charles J. Pedersen,WORKS_AS,researcher
Charles J. Pedersen,WORKS_AS,chemist
Charles J. Pedersen,WORKS_IN_FIELD,organic chemistry
Charles J. Pedersen,EDUCATED_AT,Massachusetts Institute of Technology
Charles J. Pedersen,EDUCATED_AT,University of Dayton
Charles J. Pedersen,EDUCATED_AT,Saint Joseph College
Charles J. Pedersen,EDUCATED_AT,Yokohama
Roald Hoffmann,RECEIVED,Q273279_1981
Q273279_1981,IS_INSTANCE_OF,Nobel Prize in Chemistry
Roald Hoffmann,IS_CITIZEN_OF,Second Polish Republic
Roald Hoffmann,IS_CITIZEN_OF,United States
Roald Hoffmann,WORKS_AS,academic
Roald Hoffmann,WORKS_AS,university teacher
Roald Hoffmann,WORKS_AS,chemist
Roald Hoffmann,WORKS_AS,playwright
Roald Hoffmann,WORKS_AS,poet
Roald Hoffmann,WORKS_AS,writer
Roald Hoffmann,WORKS_IN_FIELD,chemistry
Roald Hoffmann,EDUCATED_AT,Stuyvesant High School
Roald Hoffmann,EDUCATED_AT,Harvard University
Roald Hoffmann,EDUCATED_AT,Columbia University
Roald Hoffmann,EMPLOYED_BY,Cornell University
Roald Hoffmann,IS_MEMBER_OF,American Philosophical Society
Roald Hoffmann,IS_MEMBER_OF,American Physical Society
Roald Hoffmann,IS_MEMBER_OF,Polish Academy of Sciences
Roald Hoffmann,IS_MEMBER_OF,German Academy of Sciences Leopoldina
Roald Hoffmann,IS_MEMBER_OF,International Academy of Quantum Molecular Science
Roald Hoffmann,IS_MEMBER_OF,Indian National Science Academy
Roald Hoffmann,IS_MEMBER_OF,North Rhine-Westphalia Academy for Sciences and Arts
Roald Hoffmann,IS_MEMBER_OF,Royal Swedish Academy of Sciences
Roald Hoffmann,IS_MEMBER_OF,American Academy of Arts and Sciences
Roald Hoffmann,IS_MEMBER_OF,National Academy of Sciences
Roald Hoffmann,IS_MEMBER_OF,Royal Society
Roald Hoffmann,IS_MEMBER_OF,Russian Academy of Sciences
Geoffrey Wilkinson,RECEIVED,Q274128_1973
Q274128_1973,IS_INSTANCE_OF,Nobel Prize in Chemistry
Geoffrey Wilkinson,IS_CITIZEN_OF,United Kingdom
Geoffrey Wilkinson,WORKS_AS,non-fiction writer
Geoffrey Wilkinson,WORKS_AS,university teacher
Geoffrey Wilkinson,WORKS_AS,chemist
Geoffrey Wilkinson,WORKS_IN_FIELD,inorganic chemistry
Geoffrey Wilkinson,EDUCATED_AT,Imperial College London
Geoffrey Wilkinson,EMPLOYED_BY,Imperial College London
Geoffrey Wilkinson,IS_MEMBER_OF,American Academy of Arts and Sciences
Geoffrey Wilkinson,IS_MEMBER_OF,National Academy of Sciences
Geoffrey Wilkinson,IS_MEMBER_OF,Royal Society
M. Stanley Whittingham,RECEIVED,Q285062_2019
